;Código do produto;Produto;Valor de compra sem impostos
1950;2;yampa - software financeiro da 4blue;35.5
1953;2;yampa - software financeiro da 4blue;45.5
1954;2;yampa - software financeiro da 4blue;45.5
1955;2;yampa - software financeiro da 4blue;45.5
1956;2;yampa - software financeiro da 4blue;45.5
1957;2;yampa - software financeiro da 4blue;45.5
1958;2;yampa - software financeiro da 4blue;45.5
1959;2;yampa - software financeiro da 4blue;45.5
1960;2;yampa - software financeiro da 4blue;45.5
1961;2;yampa - software financeiro da 4blue;45.5
1962;2;yampa - software financeiro da 4blue;45.5
1963;2;yampa - software financeiro da 4blue;450.0
1964;2;yampa - software financeiro da 4blue;45.5
1965;2;yampa - software financeiro da 4blue;45.5
1967;2;yampa - software financeiro da 4blue;45.5
1968;2;yampa - software financeiro da 4blue;145.0
1971;2;yampa - software financeiro da 4blue;45.5
1975;17;Precificação para Serviços;157.0
1976;2;yampa - software financeiro da 4blue;45.5
1979;2;yampa - software financeiro da 4blue;45.5
1980;2;yampa - software financeiro da 4blue;45.5
1981;2;yampa - software financeiro da 4blue;45.5
1983;2;yampa - software financeiro da 4blue;45.5
1984;2;yampa - software financeiro da 4blue;1.0
1985;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
1986;13;Curso de Precificação para Produtos e Serviços;357.0
1987;2;yampa - software financeiro da 4blue;450.0
1989;15;Gestão Financeira Lucrativa 1.0;757.0
1990;2;yampa - software financeiro da 4blue;45.5
1991;2;yampa - software financeiro da 4blue;1.0
1992;2;yampa - software financeiro da 4blue;145.0
1993;2;yampa - software financeiro da 4blue;145.0
1994;2;yampa - software financeiro da 4blue;1.0
1995;2;yampa - software financeiro da 4blue;145.0
1996;2;yampa - software financeiro da 4blue;145.0
1997;2;yampa - software financeiro da 4blue;145.0
1998;2;yampa - software financeiro da 4blue;450.0
1999;13;Curso de Precificação para Produtos e Serviços;357.0
2000;2;yampa - software financeiro da 4blue;145.0
2001;2;yampa - software financeiro da 4blue;145.0
2002;1;Iluminismo Financeiro 2.1;5417.04
2003;2;yampa - software financeiro da 4blue;1.0
2006;2;yampa - software financeiro da 4blue;1.0
2007;15;Gestão Financeira Lucrativa 1.0;757.0
2008;2;yampa - software financeiro da 4blue;45.5
2009;2;yampa - software financeiro da 4blue;1.0
2010;2;yampa - software financeiro da 4blue;45.5
2011;2;yampa - software financeiro da 4blue;1.0
2012;2;yampa - software financeiro da 4blue;1.0
2013;2;yampa - software financeiro da 4blue;45.5
2014;2;yampa - software financeiro da 4blue;45.5
2015;2;yampa - software financeiro da 4blue;45.5
2017;1;Iluminismo Financeiro 2.1;355.0
2018;2;yampa - software financeiro da 4blue;45.5
2020;2;yampa - software financeiro da 4blue;45.5
2022;2;yampa - software financeiro da 4blue;45.5
2023;2;yampa - software financeiro da 4blue;1.0
2024;2;yampa - software financeiro da 4blue;45.5
2025;2;yampa - software financeiro da 4blue;45.5
2026;2;yampa - software financeiro da 4blue;45.5
2027;15;Gestão Financeira Lucrativa 1.0;757.0
2028;2;yampa - software financeiro da 4blue;45.5
2030;2;yampa - software financeiro da 4blue;45.5
2031;2;yampa - software financeiro da 4blue;45.5
2033;2;yampa - software financeiro da 4blue;45.5
2034;2;yampa - software financeiro da 4blue;45.5
2035;2;yampa - software financeiro da 4blue;45.5
2036;2;yampa - software financeiro da 4blue;45.5
2037;2;yampa - software financeiro da 4blue;45.5
2039;2;yampa - software financeiro da 4blue;45.5
2040;14;Iluminismo Financeiro 2.0;455.0
2041;2;yampa - software financeiro da 4blue;45.5
2044;2;yampa - software financeiro da 4blue;1.0
2046;15;Gestão Financeira Lucrativa 1.0;757.0
2047;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2048;2;yampa - software financeiro da 4blue;1.0
2049;2;yampa - software financeiro da 4blue;145.0
2050;2;yampa - software financeiro da 4blue;145.0
2051;2;yampa - software financeiro da 4blue;145.0
2052;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2053;13;Curso de Precificação para Produtos e Serviços;357.0
2055;2;yampa - software financeiro da 4blue;45.5
2058;2;yampa - software financeiro da 4blue;1.0
2059;2;yampa - software financeiro da 4blue;145.0
2061;15;Gestão Financeira Lucrativa 1.0;757.0
2063;14;Iluminismo Financeiro 2.0;555.0
2067;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2068;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2069;2;yampa - software financeiro da 4blue;145.0
2071;13;Curso de Precificação para Produtos e Serviços;357.0
2074;1;Iluminismo Financeiro 2.1;445.0
2075;15;Gestão Financeira Lucrativa 1.0;757.0
2076;2;yampa - software financeiro da 4blue;1.0
2077;2;yampa - software financeiro da 4blue;1.0
2078;15;Gestão Financeira Lucrativa 1.0;757.0
2079;2;yampa - software financeiro da 4blue;145.0
2080;15;Gestão Financeira Lucrativa 1.0;757.0
2082;15;Gestão Financeira Lucrativa 1.0;757.0
2092;2;yampa - software financeiro da 4blue;145.0
2093;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2094;15;Gestão Financeira Lucrativa 1.0;757.0
2095;15;Gestão Financeira Lucrativa 1.0;757.0
2096;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2097;15;Gestão Financeira Lucrativa 1.0;757.0
2098;2;yampa - software financeiro da 4blue;145.0
2099;2;yampa - software financeiro da 4blue;145.0
2100;2;yampa - software financeiro da 4blue;145.0
2101;2;yampa - software financeiro da 4blue;145.0
2102;15;Gestão Financeira Lucrativa 1.0;757.0
2104;15;Gestão Financeira Lucrativa 1.0;757.0
2106;2;yampa - software financeiro da 4blue;145.0
2108;2;yampa - software financeiro da 4blue;145.0
2109;13;Curso de Precificação para Produtos e Serviços;357.0
2111;15;Gestão Financeira Lucrativa 1.0;757.0
2112;15;Gestão Financeira Lucrativa 1.0;757.0
2115;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2116;2;yampa - software financeiro da 4blue;145.0
2117;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2118;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2119;13;Curso de Precificação para Produtos e Serviços;357.0
2120;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2124;2;yampa - software financeiro da 4blue;145.0
2125;2;yampa - software financeiro da 4blue;145.0
2126;15;Gestão Financeira Lucrativa 1.0;757.0
2127;2;yampa - software financeiro da 4blue;145.0
2128;15;Gestão Financeira Lucrativa 1.0;155.0
2129;15;Gestão Financeira Lucrativa 1.0;344.7
2130;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2131;15;Gestão Financeira Lucrativa 1.0;757.0
2133;13;Curso de Precificação para Produtos e Serviços;357.0
2134;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2135;2;yampa - software financeiro da 4blue;1.0
2136;2;yampa - software financeiro da 4blue;145.0
2137;2;yampa - software financeiro da 4blue;145.0
2138;2;yampa - software financeiro da 4blue;145.0
2141;2;yampa - software financeiro da 4blue;145.0
2147;2;yampa - software financeiro da 4blue;145.0
2148;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2149;2;yampa - software financeiro da 4blue;145.0
2150;13;Curso de Precificação para Produtos e Serviços;357.0
2152;2;yampa - software financeiro da 4blue;145.0
2153;2;yampa - software financeiro da 4blue;145.0
2154;2;yampa - software financeiro da 4blue;1.0
2155;15;Gestão Financeira Lucrativa 1.0;757.0
2158;15;Gestão Financeira Lucrativa 1.0;757.0
2160;2;yampa - software financeiro da 4blue;145.0
2161;2;yampa - software financeiro da 4blue;145.0
2162;15;Gestão Financeira Lucrativa 1.0;757.0
2164;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2165;15;Gestão Financeira Lucrativa 1.0;757.0
2166;15;Gestão Financeira Lucrativa 1.0;757.0
2167;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2168;2;yampa - software financeiro da 4blue;145.0
2169;2;yampa - software financeiro da 4blue;145.0
2171;2;yampa - software financeiro da 4blue;145.0
2172;2;yampa - software financeiro da 4blue;145.0
2173;2;yampa - software financeiro da 4blue;145.0
2176;2;yampa - software financeiro da 4blue;145.0
2179;2;yampa - software financeiro da 4blue;145.0
2180;2;yampa - software financeiro da 4blue;145.0
2181;2;yampa - software financeiro da 4blue;145.0
2183;2;yampa - software financeiro da 4blue;145.0
2186;2;yampa - software financeiro da 4blue;145.0
2187;2;yampa - software financeiro da 4blue;45.5
2188;2;yampa - software financeiro da 4blue;45.5
2189;2;yampa - software financeiro da 4blue;145.0
2190;2;yampa - software financeiro da 4blue;145.0
2191;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2193;2;yampa - software financeiro da 4blue;145.0
2194;15;Gestão Financeira Lucrativa 1.0;358.5
2195;2;yampa - software financeiro da 4blue;145.0
2196;15;Gestão Financeira Lucrativa 1.0;757.0
2197;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2198;15;Gestão Financeira Lucrativa 1.0;757.0
2199;2;yampa - software financeiro da 4blue;145.0
2200;15;Gestão Financeira Lucrativa 1.0;757.0
2201;2;yampa - software financeiro da 4blue;145.0
2202;2;yampa - software financeiro da 4blue;145.0
2203;15;Gestão Financeira Lucrativa 1.0;757.0
2204;2;yampa - software financeiro da 4blue;145.0
2206;15;Gestão Financeira Lucrativa 1.0;757.0
2207;2;yampa - software financeiro da 4blue;1.0
2208;2;yampa - software financeiro da 4blue;145.0
2209;2;yampa - software financeiro da 4blue;145.0
2210;15;Gestão Financeira Lucrativa 1.0;757.0
2211;2;yampa - software financeiro da 4blue;145.0
2215;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2216;15;Gestão Financeira Lucrativa 1.0;757.0
2218;15;Gestão Financeira Lucrativa 1.0;757.0
2219;15;Gestão Financeira Lucrativa 1.0;757.0
2220;2;yampa - software financeiro da 4blue;145.0
2222;2;yampa - software financeiro da 4blue;145.0
2223;2;yampa - software financeiro da 4blue;45.5
2224;2;yampa - software financeiro da 4blue;145.0
2226;2;yampa - software financeiro da 4blue;1.0
2227;2;yampa - software financeiro da 4blue;1.0
2229;2;yampa - software financeiro da 4blue;45.5
2230;2;yampa - software financeiro da 4blue;45.5
2231;13;Curso de Precificação para Produtos e Serviços;357.0
2232;2;yampa - software financeiro da 4blue;145.0
2233;27;Ferramenta: Turbinador de Lucros!;150.0
2234;2;yampa - software financeiro da 4blue;1.0
2238;2;yampa - software financeiro da 4blue;45.5
2239;2;yampa - software financeiro da 4blue;145.0
2240;2;yampa - software financeiro da 4blue;45.5
2241;2;yampa - software financeiro da 4blue;450.0
2242;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2243;13;Curso de Precificação para Produtos e Serviços;357.0
2244;13;Curso de Precificação para Produtos e Serviços;357.0
2245;13;Curso de Precificação para Produtos e Serviços;357.0
2246;2;yampa - software financeiro da 4blue;145.0
2247;13;Curso de Precificação para Produtos e Serviços;357.0
2249;2;yampa - software financeiro da 4blue;145.0
2250;2;yampa - software financeiro da 4blue;1.0
2252;2;yampa - software financeiro da 4blue;1.0
2253;15;Gestão Financeira Lucrativa 1.0;757.0
2254;1;Iluminismo Financeiro 2.1;455.0
2255;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2256;15;Gestão Financeira Lucrativa 1.0;757.0
2257;13;Curso de Precificação para Produtos e Serviços;357.0
2258;15;Gestão Financeira Lucrativa 1.0;757.0
2259;15;Gestão Financeira Lucrativa 1.0;757.0
2263;2;yampa - software financeiro da 4blue;145.0
2265;13;Curso de Precificação para Produtos e Serviços;55.0
2266;2;yampa - software financeiro da 4blue;45.5
2267;2;yampa - software financeiro da 4blue;1.0
2268;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2269;2;yampa - software financeiro da 4blue;145.0
2270;13;Curso de Precificação para Produtos e Serviços;357.0
2271;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2272;2;yampa - software financeiro da 4blue;145.0
2273;1;Iluminismo Financeiro 2.1;455.0
2275;15;Gestão Financeira Lucrativa 1.0;757.0
2276;2;yampa - software financeiro da 4blue;1.0
2277;2;yampa - software financeiro da 4blue;145.0
2278;2;yampa - software financeiro da 4blue;145.0
2279;13;Curso de Precificação para Produtos e Serviços;357.0
2280;15;Gestão Financeira Lucrativa 1.0;757.0
2281;15;Gestão Financeira Lucrativa 1.0;757.0
2284;2;yampa - software financeiro da 4blue;145.0
2285;15;Gestão Financeira Lucrativa 1.0;757.0
2286;15;Gestão Financeira Lucrativa 1.0;757.0
2288;2;yampa - software financeiro da 4blue;145.0
2290;2;yampa - software financeiro da 4blue;45.5
2291;2;yampa - software financeiro da 4blue;1.0
2293;5;Gestão Financeira Lucrativa 2.0;401.0
2294;2;yampa - software financeiro da 4blue;1.0
2295;2;yampa - software financeiro da 4blue;1.0
2296;2;yampa - software financeiro da 4blue;145.0
2298;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2301;2;yampa - software financeiro da 4blue;45.5
2302;2;yampa - software financeiro da 4blue;45.5
2303;2;yampa - software financeiro da 4blue;45.5
2305;13;Curso de Precificação para Produtos e Serviços;357.0
2306;1;Iluminismo Financeiro 2.1;445.0
2307;2;yampa - software financeiro da 4blue;145.0
2308;2;yampa - software financeiro da 4blue;45.5
2309;2;yampa - software financeiro da 4blue;45.5
2310;2;yampa - software financeiro da 4blue;145.0
2311;2;yampa - software financeiro da 4blue;45.5
2312;2;yampa - software financeiro da 4blue;145.0
2313;2;yampa - software financeiro da 4blue;145.0
2314;2;yampa - software financeiro da 4blue;35.5
2317;2;yampa - software financeiro da 4blue;45.5
2319;2;yampa - software financeiro da 4blue;145.0
2320;7;Finanças 4you -  Curso de Finanças Pessoais da 4blue;145.0
2324;13;Curso de Precificação para Produtos e Serviços;357.0
2325;15;Gestão Financeira Lucrativa 1.0;757.0
2327;13;Curso de Precificação para Produtos e Serviços;357.0
2329;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2330;13;Curso de Precificação para Produtos e Serviços;357.0
2332;2;yampa - software financeiro da 4blue;145.0
2333;15;Gestão Financeira Lucrativa 1.0;757.0
2335;2;yampa - software financeiro da 4blue;1.0
2336;2;yampa - software financeiro da 4blue;145.0
2337;2;yampa - software financeiro da 4blue;145.0
2338;15;Gestão Financeira Lucrativa 1.0;757.0
2339;15;Gestão Financeira Lucrativa 1.0;757.0
2340;2;yampa - software financeiro da 4blue;145.0
2341;15;Gestão Financeira Lucrativa 1.0;757.0
2342;1;Iluminismo Financeiro 2.1;455.0
2343;15;Gestão Financeira Lucrativa 1.0;757.0
2344;2;yampa - software financeiro da 4blue;145.0
2345;11;Curso de Controle Financeiro e Fluxo de Caixa;357.0
2346;2;yampa - software financeiro da 4blue;145.0
2347;15;Gestão Financeira Lucrativa 1.0;757.0
2348;13;Curso de Precificação para Produtos e Serviços;357.0
2349;2;yampa - software financeiro da 4blue;145.0
2350;2;yampa - software financeiro da 4blue;145.0
2351;2;yampa - software financeiro da 4blue;145.0
2352;2;yampa - software financeiro da 4blue;145.0
2353;2;yampa - software financeiro da 4blue;145.0
2354;2;yampa - software financeiro da 4blue;145.0
2355;1;Iluminismo Financeiro 2.1;355.0
2356;2;yampa - software financeiro da 4blue;1.0
2358;2;yampa - software financeiro da 4blue;1.0
2359;27;Ferramenta: Turbinador de Lucros!;55.0
2361;1;Iluminismo Financeiro 2.1;4154.1
2362;2;yampa - software financeiro da 4blue;1.0
2363;2;yampa - software financeiro da 4blue;1.0
2364;2;yampa - software financeiro da 4blue;45.5
2367;2;yampa - software financeiro da 4blue;145.0
2368;2;yampa - software financeiro da 4blue;45.5
2369;2;yampa - software financeiro da 4blue;145.0
2371;2;yampa - software financeiro da 4blue;45.5
2372;2;yampa - software financeiro da 4blue;45.5
2373;2;yampa - software financeiro da 4blue;45.5
2375;2;yampa - software financeiro da 4blue;45.5
2376;2;yampa - software financeiro da 4blue;45.5
2377;13;Curso de Precificação para Produtos e Serviços;357.0
2378;2;yampa - software financeiro da 4blue;45.5
2381;2;yampa - software financeiro da 4blue;45.5
2382;2;yampa - software financeiro da 4blue;45.5
2383;2;yampa - software financeiro da 4blue;45.5
2384;2;yampa - software financeiro da 4blue;45.5
2385;2;yampa - software financeiro da 4blue;45.5
2387;2;yampa - software financeiro da 4blue;45.5
2390;2;yampa - software financeiro da 4blue;45.5
2392;2;yampa - software financeiro da 4blue;45.5
2393;2;yampa - software financeiro da 4blue;45.5
2395;2;yampa - software financeiro da 4blue;1.0
2399;13;Curso de Precificação para Produtos e Serviços;55.0
2400;2;yampa - software financeiro da 4blue;45.5
2402;2;yampa - software financeiro da 4blue;45.5
2404;2;yampa - software financeiro da 4blue;45.5
2406;2;yampa - software financeiro da 4blue;45.5
2407;2;yampa - software financeiro da 4blue;45.5
2409;2;yampa - software financeiro da 4blue;45.5
2411;2;yampa - software financeiro da 4blue;45.5
2413;2;yampa - software financeiro da 4blue;45.5
2414;2;yampa - software financeiro da 4blue;45.5
2416;2;yampa - software financeiro da 4blue;45.5
2417;14;Iluminismo Financeiro 2.0;105.0
2418;14;Iluminismo Financeiro 2.0;85.0
2419;2;yampa - software financeiro da 4blue;45.5
2420;2;yampa - software financeiro da 4blue;45.5
2421;14;Iluminismo Financeiro 2.0;85.0
2422;1;Iluminismo Financeiro 2.1;445.0
2423;14;Iluminismo Financeiro 2.0;85.0
2425;1;Iluminismo Financeiro 2.1;445.0
2426;2;yampa - software financeiro da 4blue;45.5
2428;2;yampa - software financeiro da 4blue;45.5
2431;2;yampa - software financeiro da 4blue;1.0
2432;2;yampa - software financeiro da 4blue;45.5
2433;2;yampa - software financeiro da 4blue;45.5
2434;2;yampa - software financeiro da 4blue;45.5
2438;2;yampa - software financeiro da 4blue;45.5
2441;2;yampa - software financeiro da 4blue;45.5
2444;2;yampa - software financeiro da 4blue;1.0
2446;2;yampa - software financeiro da 4blue;45.5
2447;2;yampa - software financeiro da 4blue;1.0
2461;2;yampa - software financeiro da 4blue;1.0
2467;1;Iluminismo Financeiro 2.1;455.0
2475;2;yampa - software financeiro da 4blue;1.0
2484;2;yampa - software financeiro da 4blue;45.5
2520;2;yampa - software financeiro da 4blue;145.0
2528;2;yampa - software financeiro da 4blue;1.0
2537;1;Iluminismo Financeiro 2.1;455.0
2544;2;yampa - software financeiro da 4blue;1.0
2548;2;yampa - software financeiro da 4blue;1.0
2556;2;yampa - software financeiro da 4blue;1.0
2568;2;yampa - software financeiro da 4blue;1.0
2571;1;Iluminismo Financeiro 2.1;455.0
2576;1;Iluminismo Financeiro 2.1;455.0
2581;1;Iluminismo Financeiro 2.1;455.0
2594;1;Iluminismo Financeiro 2.1;455.0
2602;1;Iluminismo Financeiro 2.1;455.0
2611;1;Iluminismo Financeiro 2.1;455.0
2615;1;Iluminismo Financeiro 2.1;455.0
2620;1;Iluminismo Financeiro 2.1;455.0
2635;1;Iluminismo Financeiro 2.1;455.0
2636;1;Iluminismo Financeiro 2.1;455.0
2638;1;Iluminismo Financeiro 2.1;455.0
2725;2;yampa - software financeiro da 4blue;145.0
3762;2;yampa - software financeiro da 4blue;145.0
3860;2;yampa - software financeiro da 4blue;145.0
4381;2;yampa - software financeiro da 4blue;145.0
